Format:,1.0,,Num Col:,36,,Alt units:,feet,,Vel units:,feet/sec,,Acc units:,G's,,Dist units:,feet,,,,,,,,,,,,,,,,,,,
Launch Date:,,"Mon Apr 20 2026",,,,,,,Device Type:,,Receiver,,,,,,,Booster Burnout:,,4.63,sec,,Apogee:,,27.2,sec,,,,,,,,,
Flyer's name:,,"",,,,,,,Serial Number:,,Mx220D0633,,,,,,,Stage-2 Ignition:,,NA,sec,,Apogee Deploy:,,27.2,sec,,,,,,,,,
Rocket name:,,"A",,,,,,,Firmware:,,7.10.0.24,,,,,,,Stage-2 Burnout:,,NA,sec,,Main Deploy:,,123.4,sec,,,,,,,,,
Motor:,,"",,,,,,,Gyro Data Available:,,No,,,,,,,Stage-3 Ignition:,,NA,sec,,Touch Down:,,200.0,sec,,,,,,,,,
Launch site:,,"",,,,,,,,,,,,,,,,Stage-3 Burnout:,,NA,sec,,User Defined:,,NA,sec,,,,,,,,,
Comment:,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flight,Acc,Acc,Acc,Baro,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,GPS,,,,TelemPro,Pyro,Pyro,Pyro,Gyro,Roll,Pitch,Yaw,Roll,Roll,Quat,Quat,Quat,Quat,LineOfSight,DownLink
time,acceleration,velocity,altitude,altitude,altitude,altitude,3D velocity,3D velocity,vertical vel,ground speed,heading,tilt,latitude,longitude,number,fix,UTC,UTC,UTC,time,External,External,Real Time,tilt,rate,rate,rate,angle,angle_UW,W,X,Y,Z,Distance,SignalStrength
sec,G's,feet/sec,feet AGL,feet AGL,feet AGL,feet MSL,feet/sec,Mach,feet/sec,feet/sec,degrees,degrees,degrees,degrees,of sat's,status,hours,minutes,seconds,stamp,Input-1,Input-2,Status Bits,degress,deg/sec,deg/sec,deg/sec,degrees,degress,unitless,unitless,unitless,unitless,feet,dBm
204.95,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,8.60,71640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
205.20,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,8.80,71665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-40
205.40,-1.019531,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,9.00,71685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
205.60,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,9.20,71705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
206.00,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,9.60,71745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
206.20,-1.019531,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,9.80,71765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
206.35,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,10.00,71780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
206.60,-1.035156,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,10.20,71805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
206.95,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,10.60,71840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-40
207.20,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,10.80,71865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
207.40,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,11.00,71885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
207.60,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,11.20,71905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
208.00,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,11.60,71945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-40
208.20,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,11.80,71965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
208.40,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,12.00,71985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
208.60,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,12.20,72005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
208.95,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,12.60,72040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
209.20,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,12.80,72065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
209.40,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,13.00,72085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
209.60,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,13.20,72105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
210.00,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,13.60,72145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
210.20,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,13.80,72165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
210.40,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,14.00,72185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
210.60,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,14.20,72205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
210.95,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,14.60,72240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
211.20,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,14.80,72265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
211.40,-0.972656,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,15.00,72285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
211.55,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,15.20,72300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
212.00,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,15.60,72345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
212.15,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,15.80,72360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
212.40,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,16.00,72385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
212.55,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,16.20,72400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-40
212.95,-0.972656,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,16.60,72440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
213.20,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,16.80,72465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
213.40,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,17.00,72485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
213.55,-0.972656,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,17.20,72500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
213.95,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,17.60,72540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
214.15,-0.972656,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,17.80,72560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
214.40,-0.972656,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,18.00,72585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
214.55,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,18.20,72600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
215.00,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,18.60,72645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
215.20,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,18.80,72665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
215.35,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,19.00,72680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
215.60,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,19.20,72705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
216.00,-0.972656,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,19.60,72745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
216.20,-0.972656,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,19.80,72765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
216.35,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,20.00,72780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
216.55,-1.019531,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,20.20,72800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
216.95,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,20.60,72840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8232,-40
217.20,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,20.80,72865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8232,-41
217.40,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,21.00,72885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8232,-41
217.60,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,21.20,72905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8232,-41
218.00,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,21.60,72945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8232,-41
218.20,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,21.80,72965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8232,-41
218.40,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,22.00,72985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8232,-41
218.60,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,22.20,73005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8232,-41
219.00,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,22.60,73045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8232,-41
219.20,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,22.80,73065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8232,-41
219.40,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,23.00,73085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8233,-41
219.60,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,23.20,73105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8233,-41
219.95,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,23.60,73140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8233,-41
220.15,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,23.80,73160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8233,-41
220.40,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,24.00,73185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8234,-41
220.60,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,24.20,73205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8234,-41
221.00,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,24.60,73245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8234,-41
221.20,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,24.80,73265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8234,-41
221.35,-0.957031,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,25.00,73280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8234,-41
221.55,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,25.20,73300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8234,-41
221.95,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,14,4,23,32,25.60,73340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8234,-41
222.15,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,14,4,23,32,25.80,73360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8234,-41
222.35,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,6,23,32,26.00,73380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
222.60,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,14,4,23,32,26.20,73405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
222.95,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,14,4,23,32,26.60,73440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
223.15,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,14,4,23,32,26.80,73460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8235,-41
223.35,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,27.00,73480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,-40
223.55,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,27.20,73500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,-41
224.00,-0.972656,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,14,4,23,32,27.60,73545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,-41
224.15,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,27.80,73560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,-41
224.35,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,28.00,73580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
224.55,-0.972656,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,14,4,23,32,28.20,73600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
225.00,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,14,4,23,32,28.60,73645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
225.15,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,14,4,23,32,28.80,73660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
225.35,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,6,23,32,29.00,73680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
225.55,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,11,4,23,32,29.20,73700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
225.95,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,29.60,73740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
226.15,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,29.80,73760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,-41
226.40,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,30.00,73785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8238,-41
226.55,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,30.20,73800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8238,-41
227.00,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,30.60,73845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8238,-41
227.15,-0.972656,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,30.80,73860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8238,-41
227.35,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,31.00,73880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8238,-41
227.55,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,31.20,73900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8238,-41
227.95,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,31.60,73940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8238,-41
228.15,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,31.80,73960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8238,-41
228.35,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,32.00,73980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8238,-40
228.60,-1.019531,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,32.20,74005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8238,-41
228.95,-0.972656,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,32.60,74040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8238,-41
229.15,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,13,4,23,32,32.80,74060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8238,-41
229.35,-1.003906,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,33.00,74080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8239,-41
229.55,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,33.20,74100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8239,-41
230.00,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,33.60,74145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8239,-41
230.20,-0.988281,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,33.80,74165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8239,-41
230.40,-1.019531,0.00,12419.00,NA,-4.00,442.00,0.00,0.000,0.00,0.00,0,0.00,40.82368333,-73.98528833,12,4,23,32,34.00,74185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8239,-41
